Respuesta;Enviado el:;Institución;Departamento;Curso;Grupo;ID;Nombre completo;Nombre de usuario;Q00_Group;Q01_equipment->We had sufficient amount of small lab equipment (e.g. pippettes, cuvettes,...);Q01_equipment->Access to general instruments/equipment (e.g. PCR, laminar flow hoods)  was limiting;Q01_equipment->Lab equipment was well mantained/modern;Q02_Length and schedule->The course is too long;Q02_Length and schedule->The period allocated for the course within the term is appropriate;Q02_Length and schedule->On average, the number of hours per day is sufficient;Q03_General methodology->student engagement;Q03_General methodology->course interest;Q03_General methodology->course usefulness;Q03_General methodology->demand on student's part;Q03_General methodology->course difficulty;Q04_method_objectives->State a hypothesis;Q04_method_objectives->Design an experimental strategy to answer specific biological questions;Q04_method_objectives->Identify cost-effective (time and money-wise) practical techniques to answer a given question;Q04_method_objectives->Write an experimental protocol including all relevant controls;Q04_method_objectives->Execute an experimental protocol;Q04_method_objectives->Record, analyze and interpret experimental results;Q04_method_objectives->Integrate information from other researchers and discuss your results within a larger context;Q04_method_objectives->Follow lab safety rules;Q04_method_objectives->Ability to work in a team;Q05_Activities interest->Introductory lecture (day 1);Q05_Activities interest->Stats Intro (day 2);Q05_Activities interest->Initial brainstorming session (day 2);Q05_Activities interest->Group meetings (experiment planning and design);Q05_Activities interest->Team feed-back sessions;Q05_Activities interest->Final group discussion session (day before the last);Q05_Activities interest->Final class discussion session (last day);Q06_activities length->Introductory lecture (day 1);Q06_activities length->Stats Intro (day 2);Q06_activities length->Initial brainstorming session (day 2);Q06_activities length->Group meetings (experiment planning and design);Q06_activities length->Team feed-back sessions;Q06_activities length->Final group discussion session (day before the last);Q06_activities length->Final class discussion session (last day);Q07_Assessment Items 1->Safety and clean-up weekly evaluation;Q07_Assessment Items 1->Individual lab notebook evaluation (design);Q07_Assessment Items 1->Group lab notebook evaluation (design);Q07_Assessment Items 1->Group lab notebook evaluation (results);Q07_Assessment Items 1->Peer-evaluation (Team);Q07_Assessment Items 1->Final exam;Q08_Learning Objectives->State a hypothesis;Q08_Learning Objectives->Design an experimental strategy to answer specific biological questions;Q08_Learning Objectives->Identify cost-effective (time and money-wise) practical techniques to answer a given question;Q08_Learning Objectives->Write an experimental protocol including all relevant controls;Q08_Learning Objectives->Execute an experimental protocol;Q08_Learning Objectives->Record, analyze and interpret experimental results;Q08_Learning Objectives->Integrate information from other researchers and discuss your results within a larger context;Q08_Learning Objectives->Follow lab safety rules;Q08_Learning Objectives->Ability to work in a team;Q09_Best;Q10_Worst;Q11_final_Open;Q12_On the Electronic Note Book->-I knew OneNote before the course.;Q12_On the Electronic Note Book->-I find OneNote a useful app for the elaboration of the course Notebook.;Q12_On the Electronic Note Book->-I think we had enough previous information about the use of OneNote for the course laboratory notebook.;Q12_On the Electronic Note Book->-I would prefer other applications like Evernote, Google Docs, or MS Word.;Q12_On the Electronic Note Book->-The structure of the Notebook in Sections, Pages, and Subpages was easy to understand and use.;Q12_On the Electronic Note Book->-I would recommend to use OneNote for the ELN next year.;Q13_On the Electronic Note Book->-It overall allowed us to save time through the whole course.;Q13_On the Electronic Note Book->-It helped us in the preparation of the final version to be presented.;Q13_On the Electronic Note Book->-It made it easier working in groups.;Q13_On the Electronic Note Book->-It could be useful for other practical courses.;Q14_On the Electronic Note Book->-Synchronization issues hindered our team-working.;Q14_On the Electronic Note Book->-Conflicts of versions were very frequent.;Q14_On the Electronic Note Book->-Access to the ELN was slow.;Q14_On the Electronic Note Book->-We missed several word-processing features.;Q14_On the Electronic Note Book->-Some features of the application did not work properly.;Q15_On the Electronic Note Book->-The template helped us to prepare the final version of the notebook.;Q15_On the Electronic Note Book->-The structure of the template matches the evaluation rubric.;Q15_On the Electronic Note Book->-The structure of 4 independent notes helped to understand each step of the work in a research lab.;Q15_On the Electronic Note Book->-The word limit in some sections of the template is appropriate (1;Q15_On the Electronic Note Book->-We had to modify some sections of the template to suit our experimental work.;Q15_On the Electronic Note Book->-The template will facilitate an even evaluation.;Q15_On the Electronic Note Book->-The use of an ELN with OneNote in this course will help us in future laboratory work (TFG, TFM, etc.).;Q16_final_Open On the ELN
65921;20/12/2019 12:37:16;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo11;;5 : Flies;4;4;4;1;5;3;3;3;3;3;3;5;5;5;5;3;5;5;3;5;4;4;5;5;4;5;5;2;2;2;2;2;1;2;3;4;5;3;4;3;3;5;4;4;4;4;3;4;4;El poder tener la iniciativa de qué experimentos queremos realizar y cómo queremos realizarlos. Hemos sido responsables de nuestros actos, y que cualquier resultado, tanto exitoso como fallido, sería mérito nuestro.  Además, en todo momento he tenido la sensación de que cualquier idea iba a ser bien recibida;En algunas ocasiones ha sido necesario quedarnos en el laboratorio más horas de las planeadas. Esto, en gran parte, es culpa nuestra, pues somos nosotros los que diseñábamos los experimentos;;1;5;4;3;4;5;5;5;5;5;4;3;2;1;2;5;3;5;3;2;5;5;
65869;20/12/2019 12:19:48;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo12;;2 : Metabolism;4;4;3;2;5;4;3;3;2;2;3;4;4;3;5;3;2;3;3;5;1;4;3;3;4;5;3;1;2;1;2;2;2;1;4;3;4;4;4;2;3;3;2;3;4;4;3;4;5;El hecho de poder trabajar en grupo, puesta en común de ideas, diseño...No tener un guión que seguir, aumentando la capacidad creativa.El horario de mañana.;El tiempo que pasas algunos días debido a los protocolos extensos. El tiempo limitado en sí de las prácticas.;;1;2;2;3;2;2;2;1;4;4;3;5;1;1;4;4;4;4;3;4;5;2;
65867;20/12/2019 12:19:32;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo13;;4 : Yeast;3;2;1;1;4;3;3;3;2;2;3;5;4;1;5;3;5;5;3;5;3;2;4;5;5;3;4;1;1;3;3;3;2;2;3;3;5;5;4;1;5;4;2;5;5;5;3;3;5;;;;5;4;3;1;2;4;5;4;4;4;5;5;5;4;5;5;3;4;3;4;2;5;
65915;20/12/2019 12:34:11;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo14;;5 : Flies;4;2;5;1;2;2;3;3;3;3;2;3;5;5;5;3;3;3;2;3;4;5;5;4;4;5;4;1;3;2;2;2;2;2;3;3;3;5;4;2;2;4;3;4;4;4;4;3;4;La libertad a la hora de elegir los experimentos y realizarlos. La confianza con los profesores y la actitud general en el laboratorio. El método utilizado ha sido muy útil para mantener la curiosidad el interés y las ganas de seguir aprendiendo trabajando.  ;Se deberían diseñar mejor los experimentos para el tiempo que se propone, para no tener que hacer horas extra en exceso y como rutina.  ;La experiencia de estas prácticas ha sido lo más positivo que he sentido desde que se empezó la carrera. Se siente como que tenemos   independiencia por primera vez y no solo hacemos lo que se nos manda. El ambiente de laboratorio ha sido muy positivo y personalmente me animado con la carrera.  Se siente como que porfín hacemos ciencia deaspués de estudiar tantas horas y años teoría.  ;4;5;4;3;4;4;4;3;4;4;2;2;3;4;4;5;4;4;2;5;4;4;Muy a favor del uso de esta herramienta. La conocía pero no la había usado nunca. Nos ha ayudado mucho y apenas hubo problemas de sincronización y de conflitos de versiones.  La seguiré usando en el futuro.
65895;20/12/2019 12:28:52;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo15;;1 : Biochemistry;4;2;5;1;4;4;3;3;3;3;2;5;5;5;4;4;3;3;3;3;4;4;5;5;4;4;4;3;2;2;3;2;2;2;4;5;5;4;4;4;4;4;3;4;4;4;4;5;4;- Mayor libertad en el diseño, preparación y desarrollo de un experimento.- Mayor cooperatividad y necesidad de organización dentro del equipo- Se asemeja de forma más cercana a un ambiente general de trabajo en laboratorio.- Favorece el desarrollo personal de trabajo en el laboratorio y favorece la soltura a la hora de distribuir trabajos, realizarlos y proponer alternativas nuevas.;- Falta de tiempo para plantear más experimentos y llevar a cabo otros que requieren un periodo más largo de tiempo para la obtención de resultados fiables y útiles.;;1;3;4;4;5;4;3;3;5;4;3;3;1;2;4;4;5;4;4;1;5;4;
65872;20/12/2019 12:20:33;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo16;;4 : Yeast;4;2;3;2;4;3;3;3;3;3;3;5;5;5;5;2;4;5;3;5;3;4;4;5;4;4;2;1;2;2;2;2;3;2;3;0;5;5;0;1;5;4;2;3;5;4;3;5;5;- trabajo en equipo- trabajo mas autonomo-diseño experimental;- Falta de material- Se nos dijo tarde lo que podiamos o no hacer por falta de material- Poco tiempo de experimentacion;no;5;4;4;3;5;5;3;4;5;3;5;5;4;5;4;5;3;5;4;1;4;4;
65891;20/12/2019 12:27:55;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo17;;3 : Transcription;2;3;3;1;4;5;3;3;3;3;3;5;5;5;5;3;3;4;2;5;4;5;5;5;5;5;3;2;2;2;2;3;2;2;5;5;5;5;4;1;4;4;4;5;3;4;4;2;4;Poder plantear posibles abordajes para contestar a una pregunta científicaAprender a calcular el tiempo que lleva cada experimentoPensar de manera propia posibles soluciones a problemas, posibles abordajes y respuestas sin seguir paso a paso todas las indicaciones de un profesor, tener independencia.  ;Demasiada gente trabajando simultaneamente en el laboratorio con pocas herramientas y a veces colapsaban y perdíamos el tiempo (ej: cabina de cultivos, centrifugas a 4ºC)Está bien que los profesores se impliquen en los experimentos, pero hay veces que tanta implicación lleva a que ellos hagan el experimento y mientras los estudiantes miramos, sus intenciones es que así obtengamos resultados, pero olvidan la base de las prácticas. Esto no debería ser así ya que son nuestras prácticas y somos nosotros los que tenemos que aprender a manejarnos en el laboratorio, si salen resultados es bueno, pero si no salen no pasa nada, simplemente se busca aprender.  ;;1;4;3;1;1;4;4;3;5;4;4;5;2;4;3;3;2;1;3;4;3;3;El cuaderno de laboratorio de One Note tenía demasiados apartados confusos entre ellos y no era nada claro de identificar qué iba en cada uno de ellos, algunas son redundantes.AL haber tantos apartados la carga de trabajo es enorme, al tener 4 experimentos se tienen 16 cuadernos, y llevar al día 16 cuadernos y tenerlos a punto en 3 semanas es bastante complicado.  A veces se mueven los contenidos y es un lio estar colócandolos
65894;20/12/2019 12:28:41;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo18;;5 : Flies;4;4;4;1;5;2;3;3;3;3;3;5;5;5;5;3;4;5;3;5;3;3;4;5;5;5;4;1;1;2;2;2;3;2;4;2;5;5;5;0;3;4;4;4;4;4;4;3;4;En primer lugar, es muy positivo que podamos elegir el grupo en el que queremos realizar las prácticas, en mi caso moscas. El hecho de que no podamos elegir el grupo, y que sea al azar nos ayuda a aprender a trabajar en equipo además de conocer más a nuestros compañeros.  Por otro lado, simula muy bien como es el funcionamiento de un laboratorio de investigación real, no como en otra prácticas que hayamos podido realizar anteriormente.  ;Ahora mismo no creo que haya aspectos negativos, hay cosas negativas pero que a pesar de ello han ayudado a mi aprendizaje.  ;"Me han gustado mucho las prácticas, considero que me han ayudado sobre todo a nivel personal para evaluar y darme cuenta de que habilidades tengo (y que pensaba que no tenía) y qué otros aspectos no tengo tan integrados.  Para todo esto creo que ha sido fundamental y determinante el conjunto de compañeros (tanto a nivel de grupo ""Mosquiteros"" como ""Moscas"" en general) y profesores, que se han preocupado mucho de nuestro aprendizaje y de crear un ambiente de confianza y compañerismo.  ";2;5;4;3;4;5;4;5;5;5;2;3;2;1;2;5;5;5;3;2;4;5;Para el trabajo del día a día me ha parecido muy útil ya que nos permitía meter la información correspondiente a todos los integrantes del grupo con lo que ahorrábamos mucho tiempo.  Además, al encontrarse en la nube no podíamos perder la información correspondiente, lo que nos daba mucha seguridad en este aspecto.  Para mi su utilidad es esencialmente de trabajo diario mientras que para hacer la versión final me era más fácil pasar la información a un word para organizar la disposición de los párrafos, las páginas necesarias...  
65923;20/12/2019 12:39:12;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo19;;2 : Metabolism;2;2;2;2;3;3;3;3;3;3;3;5;5;3;5;3;4;4;3;3;3;4;4;5;4;5;5;1;2;1;1;2;2;2;2;4;4;5;4;0;4;4;3;4;4;4;4;3;4;Tener que diseñar tu propio experimento te lleva a plantearte cuestiones, no sólo seguir un guión, lo que favorece el aprendizaje al tener que buscar la información necesaria. Durante el diseño experimental y, en ocasiones, más durante su ejecución, se presentan obstáculos que no se habían tenido en cuenta en un principio, como pueden ser controles que hay que llevar o cuestiones de organización temporal, a los que hay que hacer frente, y esto nos permite obtener herramientas para enfrentar situaciones similares en un futuro. trabajar con personas elegidas azarosamente favorece la capacidad de trabajo en equipo y adaptación a formas de hacer las cosas distintas a las propias.;Los materiales del laboratorio escasean, en ocasiones faltaban pipetas, por ejemplo, y son antiguos en general. Una única cabina de cultivo es insuficiente para tantos grupos, lo que limita llevar a cabo todos los experimentos planteados. Quizá se podría comenzar en la primera semana a realizar los experimentos, teniendo 3 días para diseñarlos.  ;;5;4;4;2;5;5;4;3;5;5;4;4;3;5;5;4;4;3;3;3;4;4;Pros: facilita trabajar en equipo desde casa. Es cómodo y tiene funciones útiles.Contras: algunas funciones presentes en el word a la ahora de editar imágenes o tablas no están en el one note, lo que dificulta la edición. En ocasiones se bloquea al entrar desde algunos equipos.  
65909;20/12/2019 12:31:40;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo20;;3 : Transcription;4;3;4;1;3;3;3;3;3;3;3;5;5;5;5;3;4;4;2;4;5;5;5;5;5;5;5;2;2;2;3;3;2;2;5;4;5;5;4;3;4;4;3;4;4;4;4;3;4;Este tipo de prácticas otorga al alumno una autonomía y confianza en el trabajo experimental en un contexto más cercano a la realidad que el modelo tradicional de prácticas, lo cual es muy necesario en mi opinión.  Además, aporta una visión real del diseño experimental, la organización temporal, trabajo colaborativo e integrador y sus problemas asociados. También el trabajo con profesores y becarios es mucho más cercano, lo que en mi opinión facilita la interiorización del aprendizaje.  ;En mi opinión la duración es demasiado poca.  Por otro lado, en nuestro grupo sería quizás necesario más reuniones de puesta en común, pues el abarcar tantos experimentos dificultaba la visualización global del conjunto.  ;;1;3;2;4;4;3;3;3;4;4;1;3;4;3;5;2;4;4;3;3;4;4;"En mi opinión, con One Note, aunque es muy práctico, se pierden ciertas herramientas de edición que podrían ser útiles a la hora de presentar un cuaderno de laboratorio.Por otro lado, la organización del ""Template"" resulta confusa en ocasiones. Pienso que no es posible ni necesaria una homogeneidad completa en la estructura del trabajo, sino que se deberían proponer una serie de puntos imprescindibles a reflejar en este, pero otorgar libertad a la hora de estructurarlo."
65953;21/12/2019 23:09:06;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo21;;5 : Flies;5;2;5;3;2;1;2;3;3;2;2;4;4;3;4;5;4;4;4;5;4;3;4;4;4;3;4;1;1;2;2;2;3;1;4;4;5;4;5;1;2;5;3;5;5;4;4;5;5;;;;1;5;3;1;3;4;2;3;4;3;3;3;2;2;3;4;4;4;3;3;3;3;
65874;20/12/2019 12:20:48;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo22;;2 : Metabolism;2;3;2;1;4;4;3;3;3;3;3;5;5;4;5;5;4;4;3;5;2;3;2;4;4;4;1;1;2;2;2;2;2;1;3;4;4;4;4;0;4;4;4;3;4;3;3;2;4;;;;1;2;4;3;4;3;3;3;4;3;3;2;2;2;3;2;2;1;3;3;3;1;
65904;20/12/2019 12:30:51;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo23;;1 : Biochemistry;4;5;3;2;5;5;3;2;2;2;3;5;5;3;4;3;1;3;3;5;3;2;5;5;1;5;2;2;1;3;3;3;2;1;4;4;4;4;5;3;4;4;3;4;3;4;3;5;4;Trabajar en experimentos diseñados por nosotros mismos, de cosas que nos interesan;Más tiempo y libertad para elegir la hipotesis inicial.OneNote nos borraba continuamente cosas que escribíamos si lo hacíamos a la vez;Tener más días, ya que si los resultados salen mal tras muchos días de trabajo, no hay posibilidad de repetirlo por falta de tiempo.  Que el examen final sea personalizado para cada grupo de trabajo.En lugar de usar OneNote utilizar otra aplicación que permita trabajar online sin ningún problema;1;2;3;5;5;1;4;2;2;1;5;4;1;5;3;3;4;5;2;4;3;3;El principal inconveniente era que no nos dejaba escribir a varias personas a la vez en el mismo apartado, y si lo hacíamos acababa borrandose la parte escrita y perdiendo esta información, siendo imposible de recuperar. Además, la sincronización era muy lenta.  Por otro lado, la plantilla era muy útil para saber donde escribir cada apartado, aunque algunos eran un poco confusos. También es muy favorable que los profesores puedan verlo en todo momento y añadirnos comentarios, aunque se habría agradecido que se hubieran realizado más aportaciones pro su parte para mejorar el cuaderno.
65950;21/12/2019 19:30:23;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo24;;1 : Biochemistry;3;5;4;1;3;1;3;3;3;2;3;5;4;3;5;1;4;4;3;5;3;3;5;5;5;5;4;2;1;2;2;3;2;2;3;2;5;4;5;1;4;5;1;4;5;4;3;3;5;Autonomía para decidir qué queremos hacer y cómo queremos hacerlo, grupos de laboratorio que nos sacan de nuestra zona de confort al ponernos con personas con las que a lo mejor no nos pondríamos de poder elegir nosotros con quién trabajar y sobre todo Ana Rojo;Solo una cabina de cultivo y un microscopio para todo el laboratorio, el OneNote es una buena herramienta pero es bastante mejorable, profesores que se toman mal tener que responder dudas cuando hay muchos procedimientos que nunca hemos llevado a cabo y lógicamente necesitamos guía en ese aspecto  ;Me parece una asignatura muy bien planteada y muy útil para la carrera, de verdad que seguid así, hay cosas que mejorar evidentemente pero poco a poco;1;4;1;3;2;4;1;3;4;4;4;3;5;4;4;3;3;3;1;4;4;3;
65899;20/12/2019 12:30:09;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo25;;1 : Biochemistry;4;5;3;1;5;3;3;3;2;2;2;5;5;4;5;3;3;4;3;5;1;3;4;4;4;5;3;1;2;3;2;3;3;1;0;5;4;3;3;1;3;4;2;4;5;4;2;2;5;Son unas prácticas muy diferentes que considero que son muy útiles porque salen fuera de lo normal, te ayuda a saber reaccionar a los imprevistos que surgen en un laboratorio de verdad, más allá de seguir un guión que te dan de antemano. Además, el hecho de tener que diseñar tu propio guión es súper útil, realmente no era consciente de lo que costoso que puede resultar y todos los factores que hay que tener en cuenta, por lo que considero que en este sentido he aprendido muchísimo.  Unas prácticas mucho más útiles que seguir un guión que ya te dan.  ;Los instrumentos de trabajo son bastante limitados, especialmente el uso de la cabina de flujo. Hacen falta más cabinas teniendo en cuenta que trabajamos prácticamente todos los grupos con cultivos celulares.  El uso del OneNote creo que no ha sido adecuado por parte de los profesores, si lo estamos utilizando en lugar de otras herramientas que también permiten hacer un cuaderno colaborativo, para que lo podamos ver todos, no estaría de más que los profesores de vez en cuando le echaran un vistazo al cuaderno y nos dijeran qué está mal, qué está bien y en qué podemos mejorar.  Creo que también estaría bien que los becarios que vienen se repartan un poco mejor o que estén un poco al tanto de lo que hacemos o dejamos de hacer, porque al haber tantos a veces es un poco estresante que haya tanta gente en el laboratorio y no te puedan servir de ayuda.  ;Ana Rojo una profesora excepcional, destacar que ha trabajado un montón, más de lo que le correspondía en muchas ocasiones. Algún que otro profesor se ha limitado durante las prácticas a pasear y venir de vez en cuando.  ;1;3;4;5;4;3;3;4;3;2;4;3;2;2;4;3;3;3;2;1;4;4;Las herramientas que utiliza son un poco malas en comparación con el Word, el hecho de que no puedas desplazar las tablas, justificar el texto...
65893;20/12/2019 12:28:31;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo26;;4 : Yeast;2;4;4;1;5;2;3;3;3;3;2;5;5;5;5;3;3;5;3;3;3;2;5;4;2;5;3;2;2;3;3;3;2;1;0;3;4;4;5;2;5;4;5;4;5;4;4;5;4;Libertad para pensar y plantear una campo de estudio acorde a nuestras preferencias personales. Supone una exposición más cercana al trabajo de laboratorio real que las practicas en las que se sigue u guión preestablecido del que se espera unos resultados concretos que no dejan lugar a una discusión extensa.  ;Falta de tiempo para elaborar unos experimentos con mayor rigor y falta de medios que nos permitiesen realizar nuestros experimentos de la forma más adecuada y rigurosa posible.  ;;1;2;2;3;5;5;2;2;2;3;5;2;3;1;3;4;4;5;3;1;4;3;Es una herramienta útil para poder observar el trabajo realizado por otros grupos lo que ayuda a nuestro trabajo en el laboratorio, sin embargo, presenta problemas de sincronización de vez en cuando y resulta imposible escribir varias personas del grupo al mismo tiempo debido a que los cambios no se guardan. Tampoco permite una estructuración adecuada de las imágenes y tablas lo que provoca que se genere un documento demasiado extenso complicado de visualizar.
65920;20/12/2019 12:37:05;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo27;;3 : Transcription;2;3;4;2;5;2;2;3;3;3;2;5;5;4;2;1;2;4;2;5;2;3;2;3;3;4;2;1;3;1;2;2;2;2;2;5;5;5;0;2;3;3;2;3;4;5;3;2;4;una de los mejores aspectos es que las prácticas se realizaron una vez terminada las clases teóricas y por tanto podíamos centrarnos en eso exclusivamente. Además, fueron una dinámica más diferente con más libertad en el laboratorio que nos hacía pensar más acerca del procedimiento que estábamos haciendo, más que seguir un simple guion.  ;la exigencia de todos los grupos no fue la misma, y considero que las horas diarias no son suficientes para poder llevar a cabo todos los experimentos. el laboratorio estaba muy desordenado, a veces era difícil encontrar los reactivos y si varios grupos necesitaban usar el mismo material este a veces era muy limitado y nos hacía perder tiempo.  otro aspecto que me parece injusto es el no poder elegir compañeros, no en el sentido de trabajar con gente nueva, sino porque al final 1/3 de la nota del cuaderno depende de lo que hayan escrito otros compañeros que hayan realizado otro experimento. es decir, al estar cada miembro del grupo haciendo experimentos diferentes dependemos que cada persona haga su parte del cuaderno. además, una persona puede no haber hecho absolutamente nada y que se le esté regalando un 70% de la nota.  ;creo que deberían hacerse una puesta en común por cada grupo para analizar los protocolos a seguir y evitar cometer fallos que no hubieran ocurrido si se hubiese sabido.  ;5;3;2;3;5;4;3;2;4;2;5;5;4;3;4;5;3;4;3;2;5;5;OneNote funciona bien para trabajar en grupos cuando las personas del grupo no están escribiendo sobre la misma sección, ya que el tiempo de sincronización es muy lento. además, no me parece justo poder ver el cuaderno de otros grupos cuando estos grupos están realizando el mismo experimento, ya que se pueden copiar de lo escrito por otros grupos. por ejemplo, se pueden copiar los resultados o simplemente el procedimiento a través del cual los resultados se adquirieron sin dedicar tiempo a pensar.  
65905;20/12/2019 12:31:05;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo28;;1 : Biochemistry;4;4;4;1;5;5;3;3;3;3;3;5;5;5;5;3;4;3;3;5;2;3;3;5;5;4;3;1;2;1;2;2;2;2;0;5;5;2;4;1;4;3;4;5;5;4;4;5;4;Lo que más destacaría es el abordaje general que se le da a las prácticas: el tener que hacer nosotros las preguntas, plantear hipótesis y abordajes experimentales para sacar conclusiones. También hay mayor sentido de responsabilidad por lo que se está haciendo, puesto que hay más interés por obtener resultados deseados.;Disponibilidad de recursos algo reducida, por tiempo y coste.;Me parece una aproximación necesaria a las prácticas, porque se aprenden y adquieren competencias que con el método tradicional no.;1;3;5;4;5;2;5;5;5;4;4;4;4;5;3;4;4;4;3;1;4;3;
65903;20/12/2019 12:30:42;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo29;;4 : Yeast;2;3;3;1;4;2;3;3;2;2;2;4;4;4;4;2;4;5;2;3;2;3;3;4;4;4;3;1;2;2;1;2;2;2;3;3;4;2;2;3;4;3;3;3;3;3;4;3;3;Libertad en el planteamiento experimental;Diferencias entre el número y tipo de experimentos entre los grupos  ;;2;2;3;5;4;2;4;5;5;5;3;2;4;3;4;4;4;3;3;2;4;3;
65924;20/12/2019 12:39:18;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo30;;2 : Metabolism;2;2;4;1;2;2;3;3;3;3;3;4;4;3;5;5;2;5;2;4;4;2;5;5;5;3;3;1;2;3;3;3;2;2;1;4;5;5;3;1;3;4;2;2;4;4;4;5;5;Me ha gustado poder trabajar en equipo con personas con las que en principio, en otra situación, no me hubiera puesto de dejarnos a elegir. Me parece muy enriquecedor ver otros puntos de vista y   formas de trabajar diferentes a las que estamos habituados como sería cuando trabajamos con amigos.    También creo que ha sido un punto a favor el haber asignado a cada grupo individual a un estudiante más experimentado para que nos ayudase a lo largo de las prácticas como han sido los becarios. Creo que esto favorece a la dinámica de las prácticas, aportando ideas que quizá a nosotros no se nos había pasado por la cabeza ante la falta de experiencia por nuestra parte.  Otra cosa bastante positiva e innovadora ha sido el uso de un cuaderno compartido que nos permita trabajar cómodamente desde casaLos profesores del grupo de Metabolismo y Bioquímica también han sido muy atentos en todo momento, habiendo estado comprometidos con el avance de nuestros experimentos prácticamente durante todo el mes que han durado estas prácticas.  ;La falta de material disponible para la realización de prácticas. Por ejemplo, faltaba muchas pipetas que había que estar pidiendo a otros grupos constantemente, lo que entorpecía y ralentizaba nuestro trabajo al depender de otros grupos.TAmbién creo que el tiempo destinado a esta asignatura es insuficiente, cuando en mi opinión creo que es la parte de la carrera que más no puede ayudar para nuestro futura carrera.;;5;4;2;1;5;5;5;5;5;4;5;4;1;5;5;4;4;3;4;4;4;5;Nuestro mayor problema han sido los problemas de sincronización y diversas versiones entre miembros del grupo. Otra cosa negativa ha sido la falta de funciones de word
65922;20/12/2019 12:37:28;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo31;;1 : Biochemistry;3;5;5;1;5;2;3;3;3;2;2;4;5;2;4;4;5;5;5;5;2;3;4;5;4;4;4;1;1;1;2;2;2;1;4;5;5;3;5;1;2;5;2;5;5;5;5;4;5;A diferencia de otros años, nos ha permitido ser más independientes a la hora de diseñar un experimento, pensando por nosotros mismos cómo demostrar una hipótesis, llevarlo a cabo, ver e interpretar resultados, saber identificar los posibles errores en el caso de que los resultados no sean los esperados, etc. Además, algunos profesores como Ana Rojo nos ha ayudado y motivado mucho.    ;En el caso de nuestro experimento en concreto el tiempo que teníamos era muy limitado. Además el hecho de disponer sólo de una cabina de cultivo y un microscopio retrasaba mucho a todos los grupos, por lo que había mucho tiempo en el que no podíamos hacer nada y luego teníamos que quedarnos más tiempo.  ;;1;3;4;1;4;4;3;5;5;5;4;4;3;2;3;3;4;2;1;1;4;3;Es útil para trabajar en equipo con el mismo experimento y además poder ver el del resto. A veces la sincronización era un poco lenta y a la hora por ejemplo de recargar la página o poner imágenes tardaba mucho tiempo. Algunos de los apartados, como el primero (diseño experimental, protocolo...) o el de resultados (que aparecía hasta en 3 ocasiones) en nuestra opinión solapaban mucho y no sabíamos bien que poner en cada uno.    
65865;20/12/2019 12:15:11;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo32;;4 : Yeast;4;2;4;1;5;3;3;3;3;3;3;5;5;5;5;3;4;5;3;5;4;3;3;4;4;5;4;2;2;1;1;1;3;2;4;5;5;5;5;3;4;4;4;4;4;4;3;4;5;He aprendido a trabajar de forma más independiente y a trabajar en un laboratorio más allá de seguir un protocolo.;Considero que el tiempo de experimentación no ha sido suficiente.Me gustaría haber tenido más claro desde el principio de qué métodos y materiales disponemos.;;5;4;4;3;5;4;4;5;5;4;3;2;3;3;2;5;4;4;3;1;4;4;
